"","Acrobeles_emmatus_MB04","Acrobeles_emmatus_MB05","Acrobeles_emmatus_MB06","Acrobeles_emmatus_MB07","Acrobeles_emmatus_MB20","Acrobeles_emmatus_MB36","Acrobeles_mariannae_MB02","Acrobeles_mariannae_MB11","Acrobeles_mariannae_MB12","Acrobeles_mariannae_MB19","Acrobeles_mariannae_MB35","Acrobeles_mariannae_MB37","Acrobeles_sp._MB22","Acrobeles_sp_MB10","Acrobeles_sp_MB33","Acrobeloides_sp_MB26","Acrobeloides_sp_MB39","Acrobeloides_sp_MB40","Cervidellus_sp_MB03","Cervidellus_sp_MB24","Mesorhabditis_sp_MB16","Mesorhabditis_sp_MB17","Mesorhabditis_sp_MB18","Mesorhabditis_sp_MB27","Mesorhabditis_sp_MB28","PC_sample_A_PC1","PC_sample_E_PC4","PC_sample_F_PC5","PC_sample_G_PC3","PC_sample_M_PC2","Stegelleta_sp_MB01","Stegelleta_sp_MB14","Stegelleta_sp_MB15","Stegelleta_sp_MB31","Stegelleta_sp_MB32","Stegelleta_sp_MB38","Stegelletina_sp_MB09","Stegelletina_sp_MB13","Stegelletina_sp_MB21","Stegelletina_sp_MB29","Stegelletina_sp_MB30","Stegelletina_sp_MB34","total","superkingdom","kingdom","phylum","class","order","family","genus","tax"
"Cryobacterium psychrotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cryobacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;Cryobacterium psychrotolerans"
"Cryobacterium tepidiphilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cryobacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;Cryobacterium tepidiphilum"
"Cryobacterium zongtaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cryobacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;Cryobacterium zongtaii"
"Curtobacterium flaccumfaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Curtobacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;Curtobacterium flaccumfaciens"
"Diaminobutyricibacter tongyongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Diaminobutyricibacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricibacter;Diaminobutyricibacter tongyongensis"
"Frigoribacterium endophyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;Frigoribacterium endophyticum"
"Frigoribacterium faeni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;Frigoribacterium faeni"
"Frondihabitans australicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;Frondihabitans australicus"
"Frondihabitans cladoniiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;Frondihabitans cladoniiphilus"
"Frondihabitans peucedani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;Frondihabitans peucedani"
"Glaciihabitans arcticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Glaciihabitans","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans;Glaciihabitans arcticus"
"Labedella gwakjiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Labedella","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella;Labedella gwakjiensis"
"Leifsonia shinshuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia shinshuensis"
"Leifsonia soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia soli"
"Lysinimonas soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Lysinimonas","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Lysinimonas;Lysinimonas soli"
"Marisediminicola antarctica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Marisediminicola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Marisediminicola;Marisediminicola antarctica"
"Microbacterium foliorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium foliorum"
"Microbacterium hatanonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hatanonis"
"Microbacterium hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hominis"
"Microbacterium hydrocarbonoxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium hydrocarbonoxydans"
"Microbacterium maritypicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium maritypicum"
"Microbacterium paludicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium paludicola"
"Microbacterium paraoxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium paraoxydans"
"Microbacterium proteolyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9816,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium proteolyticum"
"Microbacterium testaceum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium testaceum"
"Microbacterium xylanilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium xylanilyticum"
"Microbacterium zeae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium zeae"
"Mycetocola manganoxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola manganoxydans"
"Mycetocola miduiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola miduiensis"
"Mycetocola spongiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola spongiae"
"Mycetocola zhadangensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola zhadangensis"
"Mycetocola zhujimingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola zhujimingii"
"Naasia aerilata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Naasia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Naasia;Naasia aerilata"
"Naasia lichenicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Naasia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Naasia;Naasia lichenicola"
"Okibacterium fritillariae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Okibacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Okibacterium;Okibacterium fritillariae"
"Planctomonas psychrotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Planctomonas","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Planctomonas;Planctomonas psychrotolerans"
"Pseudolysinimonas kribbensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudolysinimonas","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Pseudolysinimonas;Pseudolysinimonas kribbensis"
"Salinibacterium xinjiangense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Salinibacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium;Salinibacterium xinjiangense"
"Subtercola lobariae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Subtercola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Subtercola;Subtercola lobariae"
"Arthrobacter agilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter agilis"
"Arthrobacter cheniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter cheniae"
"Arthrobacter crusticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter crusticola"
"Arthrobacter crystallopoietes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter crystallopoietes"
"Arthrobacter ginsengisoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter ginsengisoli"
"Arthrobacter globiformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter globiformis"
"Arthrobacter humicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter humicola"
"Arthrobacter oryzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter oryzae"
"Arthrobacter pascens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter pascens"
"Arthrobacter pokkalii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter pokkalii"
"Arthrobacter saudimassiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter saudimassiliensis"
"Arthrobacter ulcerisalmonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter ulcerisalmonis"
"Glutamicibacter protophormiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Glutamicibacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter protophormiae"
"Kocuria marina",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria marina"
"Kocuria rosea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1523,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria rosea"
"Kocuria salina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria salina"
"Kocuria salsicia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria salsicia"
"Kocuria tytonicola",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4255,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria tytonicola"
"Micrococcus antarcticus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23771,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus antarcticus"
"Paenarthrobacter aurescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paenarthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paenarthrobacter;Paenarthrobacter aurescens"
"Paenarthrobacter nicotinovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paenarthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paenarthrobacter;Paenarthrobacter nicotinovorans"
"Pseudarthrobacter chlorophenolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter chlorophenolicus"
